TYPE,COMMUNE,STREET_NAME,STREET_END,SPEED_KMH,ALERT_TYPE
jam,Estación Central,Corredor de buses,Av. Las Rejas Sur,18.92,
jam,Vitacura,Guillaume Apollinaire,Walter Scott,3.42,
jam,Providencia,Nueva Tobalaba,Av. Vitacura,4.13,
jam,Santiago,Av. Santa Rosa,Porvenir,19.2,
jam,Las Condes,Waterloo,Edimburgo,8.39,
jam,Providencia,Av. Italia,Av. Italia,8.36,
jam,Pudahuel,Av. Teniente Luis Cruz Martínez,Av. Claudio Arrau,6.86,
jam,La Florida,Corredor transporte público Departamental,Peñalolén,12.25,
jam,Conchalí,Av. Independencia,,0,
jam,Quilicura,Av. General San Martín,San Luis,13.11,
jam,Providencia,Ramón Carnicer,Retorno > Sur,0,
jam,Conchalí,Av. Independencia,,0,
jam,Cerro Navia,Vicuña Rozas,Las Lomas,0,
jam,Ñuñoa,Manuel Barrios,García Moreno,5.04,
jam,Peñalolén,Av. Los Presidentes,San Carlos,0,
jam,Cerro Navia,Vicuña Rozas,Los Retamos,0,
jam,Peñalolén,Av. Los Presidentes,San Carlos,0,
jam,Cerro Navia,Vicuña Rozas,Av. Neptuno,0,
jam,Macul,Av. Américo Vespucio,Av. Macul,7.87,
jam,Providencia,Génova,,3.03,
jam,Pedro Aguirre Cerda,Av. Presidente José Joaquín Prieto Vial,Av. Lo Ovalle,6.57,
jam,Pedro Aguirre Cerda,Av. Departamental,Av. Departamental,6.14,
jam,Las Condes,Av. Américo Vespucio Norte,Acceso Autopista Vespucio Oriente > Norte,8.6,
jam,Independencia,Padre Faustino Gazziero,Las Cañas,5.67,
jam,Huechuraba,Av. Américo Vespucio,Av. Pedro Fontova Norte,7.49,
jam,Las Condes,Leonardo da Vinci,Lorenzo de Médicis,3.78,
jam,Maipú,Longitudinal,Halcón,0,
jam,San Miguel,Alcalde Pedro Alarcón,Llano Subercaseaux,6.07,
jam,Pudahuel,,,3.22,
jam,Conchalí,Av. Independencia,,0,
jam,Renca,Olimpo,Pasaje Eros,0,
jam,Conchalí,Av. Independencia,,0,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,Cerro Navia,Vicuña Rozas,Conde de Quinta Alegre,0,
jam,Maipú,Longitudinal,Kivi,0,
jam,Conchalí,El Pino,Av. Independencia,0,
jam,Las Condes,Av. Alonso de Córdova,Av. Apoquindo,4.99,
jam,San Joaquín,Salomón Sumar,Av. Carlos Valdovinos,8.15,
jam,Maipú,Longitudinal,Halcón,0,
jam,Las Condes,Rosario Norte,Kennedy lateral,6.51,
jam,Pudahuel,Puerto Madero,,0,
jam,La Florida,Las Mercedes,Nuevo,6.06,
jam,La Cisterna,Av. Lo Ovalle,Gran Avenida José Miguel Carrera,6.74,
jam,Las Condes,Reina Astrid,Av. Presidente Riesco,4.1,
jam,Cerrillos,Dr. Luis Vargas Salcedo,Av. Salvador Allende,11.2,
jam,Maipú,Longitudinal,Pasaje Aliolín,0,
jam,Las Condes,San Sebastián,Av. Presidente Riesco,3.07,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,La Reina,Eliecer Parada,Av. Tobalaba,6.91,
jam,Recoleta,Víctor Cuccuini,Coronel del Canto,4.37,
jam,Las Condes,Sierra Blanca,Tomás Moro,5.32,
alert,Maipú,Av. Pajaritos,,,JAM
alert,La Florida,Av. Walker Martínez,,,CHIT_CHAT
alert,La Florida,Av. Américo Vespucio,,,POLICE
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Pudahuel,Puerto Madero,,,ROAD_CLOSED
alert,,Salida > El Rosal,,,ROAD_CLOSED
alert,Pudahuel,Puerto Madero,,,ROAD_CLOSED
alert,Pudahuel,Av. Claudio Arrau,,,JAM
alert,Pedro Aguirre Cerda,Av. Presidente José Joaquín Prieto Vial,,,HAZARD
alert,Lo Prado,Av. Ecuador,,,HAZARD
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Las Condes,Av. Padre Hurtado Sur,,,POLICE
alert,Providencia,Bellavista,,,HAZARD
alert,Quilicura,Av. Presidente Eduardo Frei Montalva,,,HAZARD
alert,San Miguel,Carlos Silva Vildósola,,,JAM
alert,Peñalolén,Av. Américo Vespucio,,,JAM
alert,Ñuñoa,Exequiel Figueroa,,,ROAD_CLOSED
alert,Maipú,Av. Teniente Luis Cruz Martínez,,,POLICE
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Ñuñoa,Av. Irarrázaval,,,POLICE
alert,Las Condes,Oxford,,,POLICE
alert,Maipú,Cabo Vírgenes,,,POLICE
alert,,Autopista Central,,,JAM
alert,Renca,Vicuña Mackenna,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,San Miguel,Barcelona,,,POLICE
alert,,Av. Independencia,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,San Miguel,Av. Departamental,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Providencia,Av. Vitacura > Oriente,,,ROAD_CLOSED
alert,Las Condes,Av. Presidente Riesco,,,JAM
alert,Peñalolén,Av. Quebrada de Macul,,,JAM
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Peñalolén,Av. Diagonal Las Torres,,,POLICE
alert,Peñalolén,Av. Grecia,,,HAZARD
alert,Ñuñoa,Av. Irarrázaval,,,JAM
alert,Peñalolén,Av. Los Presidentes,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,,Av. Independencia,,,ROAD_CLOSED
alert,Santiago,Av. 10 de Julio Huamachuco,,,JAM
alert,Las Condes,Av. Américo Vespucio Sur,,,JAM
alert,Peñalolén,Av. Los Presidentes,,,ROAD_CLOSED
alert,Maipú,Av. Hugo Bravo,,,ROAD_CLOSED
alert,Recoleta,Av. Perú,,,HAZARD
alert,Peñalolén,Av. El Abanico,,,HAZARD
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,,Salida 5 > Tobalaba,,,JAM
alert,Estación Central,Concón,,,JAM
alert,Peñalolén,Av. El Abanico,,,HAZARD
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Quilicura,San Luis,,,JAM
alert,Santiago,Santa Elvira,,,POLICE
alert,Peñalolén,Santa María,,,ROAD_CLOSED
alert,La Florida,Av. Américo Vespucio,,,HAZARD
alert,Peñalolén,Av. Consistorial,,,POLICE
alert,La Florida,Colombia,,,POLICE
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,Renca,Vicuña Mackenna,,,HAZARD
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,Las Condes,Av. Cristóbal Colón,,,CHIT_CHAT
alert,Las Condes,Av. Francisco Bilbao,,,JAM
alert,San Joaquín,Mataveri,,,ROAD_CLOSED
alert,La Reina,Av. José Arrieta,,,POLICE
alert,Pudahuel,Puerto Madero,,,ROAD_CLOSED
alert,Providencia,Ramón Carnicer,,,ROAD_CLOSED
alert,Providencia,General Bustamante,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,POLICE
alert,Las Condes,Av. Cristóbal Colón,,,HAZARD
alert,Santiago,Av. Manuel Rodríguez,,,JAM
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,JAM
alert,,,,,JAM
alert,Maipú,Av. Américo Vespucio,,,JAM
alert,Ñuñoa,Av. Senador Jaime Guzmán,,,JAM
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,Maipú,Orión,,,POLICE
alert,Independencia,,,,POLICE
alert,Ñuñoa,Av. Ossa,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Las Condes,Av. Padre Hurtado Sur,,,POLICE
alert,La Reina,Av. Ossa,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Conchalí,Negrete,,,ROAD_CLOSED
alert,Las Condes,Av. Apoquindo,,,JAM
alert,Macul,Rodrigo de Araya,,,JAM
alert,Santiago,Av. Manuel Rodríguez,,,HAZARD
alert,Pedro Aguirre Cerda,Av. Departamental,,,HAZARD
alert,Ñuñoa,Ángel Cruchaga Santa María,,,HAZARD
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Maipú,Av. Pajaritos,,,JAM
alert,San Joaquín,Av. Vicuña Mackenna,,,JAM
alert,Pudahuel,Puerto Madero,,,ROAD_CLOSED
alert,Providencia,Av. Pocuro,,,JAM
alert,San Miguel,Gran Avenida José Miguel Carrera,,,JAM
alert,Santiago,Shell,,,HAZARD
alert,,Salida Los Conquistadores,,,ROAD_CLOSED
alert,Pudahuel,Av. San Pablo,,,ROAD_CLOSED
alert,San Miguel,Tercera Transversal,,,JAM
alert,La Florida,Av. Vicuña Mackenna Oriente,,,HAZARD
alert,Ñuñoa,Ángel Cruchaga Santa María,,,JAM
alert,Pedro Aguirre Cerda,Av. Departamental,,,JAM
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,,Autopista Central,,,JAM
alert,Macul,Exequiel Fernández,,,HAZARD
alert,La Reina,Av. Ossa,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,San Miguel,Av. Departamental,,,HAZARD
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,JAM
alert,La Florida,Av. Tobalaba,,,HAZARD
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Peñalolén,Av. Quilín,,,JAM
alert,Maipú,Av. Hugo Bravo,,,ROAD_CLOSED
alert,Huechuraba,Carlos Aguirre Luco,,,POLICE
alert,Macul,Rodrigo de Araya,,,JAM
alert,Las Condes,Camino El Alba,,,JAM
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,La Florida,Av. Vicuña Mackenna,,,HAZARD
alert,Ñuñoa,Manuel de Salas,,,HAZARD
alert,Providencia,Nueva Tobalaba,,,JAM
alert,Pudahuel,Av. Américo Vespucio,,,JAM
alert,Pudahuel,Depósito Express Pudahuel,,,ROAD_CLOSED
alert,Lo Espejo,Unicornio,,,HAZARD
alert,Pudahuel,Depósito Express Pudahuel,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,La Florida,Colombia,,,ACCIDENT
alert,Quilicura,Volcán El Mirador,,,POLICE
alert,Pudahuel,Depósito Express Pudahuel,,,ROAD_CLOSED
alert,Pudahuel,Depósito Express Pudahuel,,,ROAD_CLOSED
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,Peñalolén,Av. Los Presidentes,,,ROAD_CLOSED
alert,,Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú,,,ROAD_CLOSED
alert,Quilicura,Lo Campino,,,JAM
alert,Santiago,Av. Manuel Antonio Matta,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,ROAD_CLOSED
alert,Las Condes,Av. Presidente Riesco,,,JAM
alert,,Autopista Vespucio Sur,,,HAZARD
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,ROAD_CLOSED
alert,Estación Central,San Alberto Hurtado,,,JAM
alert,Estación Central,Coyhaique,,,HAZARD
alert,Ñuñoa,Presidente José Batlle y Ordóñez,,,JAM
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Ñuñoa,Av. Pedro de Valdivia,,,CHIT_CHAT
alert,Peñalolén,Amanecer,,,HAZARD
alert,La Florida,Av. Américo Vespucio,,,HAZARD
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,San Miguel,Av. Departamental,,,JAM
alert,,Los Conquistadores / Túnel San Cristóbal,,,ROAD_CLOSED
alert,Las Condes,Rosario Sur,,,HAZARD
alert,Peñalolén,Av. Los Presidentes,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,,Ruta 78,,,HAZARD
alert,La Florida,Av. Vicuña Mackenna,,,HAZARD
alert,Cerro Navia,Vicuña Rozas,,,ROAD_CLOSED
alert,,Salida a Américo Vespucio Sur > Cerrillos,,,JAM
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Renca,Vicuña Mackenna,,,ROAD_CLOSED
alert,Quilicura,Santa Luisa,,,JAM
alert,Santiago,Av. Cardenal José María Caro,,,JAM
alert,Ñuñoa,,,,CHIT_CHAT
alert,,Autopista Central,,,JAM
alert,Quinta Normal,Los Andes de Violeta Parra,,,POLICE
alert,Providencia,Av. Costanera Andrés Bello,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,ROAD_CLOSED
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,ROAD_CLOSED
alert,Pudahuel,Av. Teniente Luis Cruz Martínez,,,POLICE
alert,Recoleta,Artesanos,,,POLICE
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Ñuñoa,Romeo Salinas,,,ROAD_CLOSED
alert,Cerrillos,Corredor Transporte Público Pedro Aguirre Cerda,,,POLICE
alert,,,,,JAM
alert,La Florida,Av. Américo Vespucio,,,HAZARD
alert,,Av. Independencia,,,ROAD_CLOSED
alert,,Ruta G-30 / Camino a Lonquén,,,HAZARD
alert,Providencia,Av. Vicuña Mackenna,,,JAM
alert,Maipú,Av. Pajaritos,,,POLICE
alert,Ñuñoa,Av. Américo Vespucio,,,JAM
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,,Autopista Vespucio Sur,,,HAZARD
alert,Santiago,Av. Libertador Bernardo O'Higgins,,,HAZARD
alert,Conchalí,Av. Independencia,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,HAZARD
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,Maipú,Los Pintores,,,JAM
alert,Conchalí,,,,ROAD_CLOSED
alert,Maipú,Longitudinal,,,ROAD_CLOSED
alert,,Av. Independencia,,,ROAD_CLOSED
alert,San Miguel,Llano Subercaseaux,,,POLICE
alert,Santiago,San Francisco,,,JAM
alert,Peñalolén,Av. Américo Vespucio,,,JAM
alert,Quilicura,Av. Américo Vespucio,,,HAZARD
jam,Quinta Normal,Abranquil,Edison,3.69,
jam,La Reina,Romeo Salinas (Pista Izquierda),Romeo Salinas,0,
jam,Providencia,General Bustamante,,0,
jam,La Florida,Av. Vicuña Mackenna Oriente,San Carlos de Ancud,17.16,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,Maipú,Av. Américo Vespucio,Av. El Descanso,10.29,
jam,San Joaquín,Av. Vicuña Mackenna,Capitán Prat,11.01,
jam,La Florida,Av. La Florida,Rojas Magallanes,16.41,
jam,Santiago,Toesca,Santa Isabel,3.62,
jam,Maipú,Longitudinal,Kivi,0,
jam,Maipú,Av. Hugo Bravo,Av. Américo Vespucio,0,
jam,Pudahuel,Av. San Pablo,Salida Depósito Express Pudahuel,0,
jam,Providencia,Av. Vitacura > Oriente,Av. Vitacura,0,
jam,Santiago,Marín,Av. Santa Rosa,7.6,
jam,La Reina,Av. Francisco Bilbao,Monseñor Edwards,19.84,
jam,La Cisterna,Av. Concha,Av. Goycolea,2.89,
jam,Maipú,Longitudinal,Picaflor,0,
jam,Santiago,Av. Manuel Rodríguez,Rosas,11.99,
jam,Pudahuel,Puerto Madero,,0,
jam,San Joaquín,Corredor transporte público Las Industrias,Av. Lo Ovalle,19.91,
jam,San Miguel,Gran Avenida José Miguel Carrera,Brigadier de La Cruz,17.25,
jam,Maipú,Longitudinal,La Loica,0,
jam,La Reina,Av. Ossa,Av. Francisco Bilbao,6.92,
jam,Maipú,Salida > El Rosal,Maipú,0,
jam,Providencia,Av. Italia,Av. Irarrázaval,10.3,
jam,Maipú,Av. Pajaritos,Salida 25 A,11.64,
jam,San Bernardo,Av. Lo Blanco,América,4.87,
jam,Las Condes,Av. Presidente Riesco,Av. Costanera Andrés Bello,3.6,
jam,Providencia,,Merced,0,
jam,Providencia,Guillermo Acuña,Luis Thayer Ojeda,5.74,
jam,Cerrillos,Dr. Luis Vargas Salcedo,Av. Salvador Allende,11.2,
jam,Maipú,Longitudinal,Las Garzas,0,
jam,Pudahuel,Acceso a Autopista Américo Vespucio > Ruta 68 / Las Condes,Pudahuel,0,
jam,Ñuñoa,Jorge Washington,,3.44,
jam,La Cisterna,Vicuña Mackenna,Nueva Oriente,6.94,
jam,Padre Hurtado,Papa Beato Paulo VI,Papa Pío XII,6.26,
jam,Macul,Rodrigo de Araya,,4.91,
jam,Maipú,Longitudinal,La Loica,0,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,Pudahuel,Puerto Madero,Puerto Santiago,0,
jam,Santiago,Av. Libertador Bernardo O'Higgins,,0,
jam,Puente Alto,Av. El Peñón,Av. Concha y Toro,3.15,
jam,La Pintana,Salida a Av. Gabriela,La Pintana,7.94,
jam,Las Condes,Av. Francisco Bilbao,Eliecer Parada,7.76,
jam,Recoleta,Dr. Ostornol,Av. Arzobispo Valdivieso,4.93,
jam,Pudahuel,Av. Américo Vespucio,Acceso Vespucio Norte Express > 5 Sur / Maipú,15.6,
jam,Estación Central,Corredor de buses,Av. Las Rejas Sur,18.92,
jam,Pudahuel,Depósito Express Pudahuel,La Oración,0,
jam,Maipú,Av. Pajaritos,Providencia,8.53,
jam,Vitacura,Los Conquistadores / Túnel San Cristóbal,Las Condes,0,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,Maipú,Longitudinal,La Curruca,0,
jam,Las Condes,Las Limas,Isabel La Católica,5.87,
jam,Maipú,Av. Hugo Bravo,Tierra Fértil,0,
jam,Maipú,Longitudinal,La Curruca,0,
jam,Santiago,Av. Libertador Bernardo O'Higgins,Jaime Eyzaguirre,0,
jam,Peñalolén,Av. Tobalaba,Av. Los Presidentes,16.59,
jam,La Florida,Av. Vicuña Mackenna,Av. Trinidad,22.12,
jam,Providencia,Austria,Av. Pedro de Valdivia,3.85,
jam,San Bernardo,Rinconada de Chena,Ruta G-30 / Camino a Lonquén,6.86,
jam,Peñalolén,Av. Los Presidentes,Retorno,0,
jam,La Florida,Santa Inés,Av. La Florida lateral,9.89,
jam,Pedro Aguirre Cerda,Galo González,30 de Octubre,9.39,
jam,Peñalolén,Av. Los Presidentes,San Carlos,0,
jam,El Bosque,El Manzano,Av. Lo Martínez,6.25,
jam,El Bosque,Av. Sur,Av. Padre Hurtado,9.97,
jam,Cerrillos,Av. Américo Vespucio,Acceso a Autopista Vespucio Sur,16.59,
jam,Pudahuel,Depósito Express Pudahuel,,0,
jam,La Florida,Honduras,Rojas Magallanes,8.14,
jam,Pudahuel,Makarska,Av. José Joaquín Pérez,2.32,
jam,La Florida,Rojas Magallanes,Av. México,7.13,
jam,Peñalolén,Av. Los Presidentes,San Carlos,0,
jam,La Florida,Froilán Roa,Av. Américo Vespucio,5.97,
jam,Pedro Aguirre Cerda,Av. Presidente José Joaquín Prieto Vial,Av. Lo Ovalle,6.57,
jam,La Cisterna,Av. El Parrón,Gran Avenida José Miguel Carrera,7.55,
jam,Pudahuel,Puerto Madero,Puerto Santiago,0,
jam,Maipú,Longitudinal,El Colibrí Dorado,0,
jam,La Florida,Rojas Magallanes,Av. La Florida,8.8,
jam,Macul,Av. Américo Vespucio,Av. Macul,7.87,
jam,Renca,Av. Costanera Sur,Huelén,7.99,
jam,Lo Prado,Los Aromos,Av. San Francisco,4.11,
jam,Recoleta,Av. Recoleta,Schlack,16.4,
jam,Cerro Navia,Vicuña Rozas,Las Lomas,0,
jam,La Cisterna,Av. Goycolea,Gran Avenida José Miguel Carrera,5.81,
jam,Santiago,Av. Libertador Bernardo O'Higgins,Namur,0,
jam,Peñalolén,Av. Los Presidentes,Valencia,0,
jam,Maipú,Longitudinal,Las Garzas,0,
jam,La Reina,Eliecer Parada,Av. Tobalaba,6.91,
jam,Santiago,Av. Manuel Rodríguez,Manuel Rodríguez lateral,17.49,
jam,Puente Alto,Luis Valdés,Nemesio Vicuña,8.16,
jam,Maipú,Av. Argentina,Av. Pajaritos,7.13,
jam,Maipú,Ruta 76 / Camino a Melipilla,Maipú,11.99,
jam,Pudahuel,Av. Teniente Luis Cruz Martínez,Av. San Pablo,5.09,
jam,Pudahuel,Av. San Pablo,,0,
jam,Santiago,Av. Libertador Bernardo O'Higgins,,0,
jam,Maipú,Av. Hugo Bravo,,0,
jam,Pudahuel,Av. San Pablo,,0,
jam,Santiago,Av. San Pablo,21 de Mayo,8.39,
jam,Providencia,Autopista Costanera Norte,Providencia,43.88,
jam,Ñuñoa,Los Cerezos,Los Almendros,6.93,
jam,La Florida,Santa Amalia,Tineo,0,
jam,Peñalolén,Av. Los Presidentes,General Baquedano,0,
jam,Lo Espejo,Saturno,Júpiter,7.55,
jam,La Granja,José Santos González Vera,Las Parcelas,7.19,
jam,Providencia,Calle Plaza Pedro de Valdivia,Av. Pedro de Valdivia,4.67,
jam,Santiago,Av. Libertador Bernardo O'Higgins,Namur,0,
jam,La Reina,Av. Ossa,Av. Ossa,6.81,
jam,Ñuñoa,Av. Irarrázaval,Ramón Cruz Montt,8.74,
jam,Providencia,Av. Francisco Bilbao,Ramón Carnicer,10.24,
jam,La Cisterna,Autopista Vespucio Sur,La Cisterna,23.7,
jam,Santiago,Huérfanos,San Martín,5.13,
jam,Santiago,Av. Santa Rosa,Porvenir,19.2,
jam,Ñuñoa,Tunga,Juan Moya,4.77,
jam,Las Condes,Los Conquistadores / Túnel San Cristóbal,Providencia,0,
jam,Maipú,Pablo Burchard,Leonardo da Vinci,5.08,
jam,Maipú,Longitudinal,Los Canarios,0,
jam,Maipú,Longitudinal,El Colibrí Dorado,0,
jam,Macul,Corredor transporte público Departamental,La Florida,6.86,
jam,San Bernardo,Salida 10b-S > Santa Margarita / Puerta Sur,San Bernardo,8.13,
jam,Lo Prado,Av. General Óscar Bonilla,Av. Teniente Luis Cruz Martínez,2.37,
jam,La Cisterna,Ciencias,Santa Anselma,5.35,
jam,Santiago,Av. Libertador Bernardo O'Higgins,,0,
jam,Providencia,Av. Italia,Av. Italia,8.36,
jam,Las Condes,San Sebastián,Av. Presidente Riesco,3.07,
jam,Pudahuel,Av. San Pablo,Salida Depósito Express Pudahuel,0,
jam,Cerrillos,Corredor Transporte Público Pedro Aguirre Cerda,Av. Pedro Aguirre Cerda,29.35,
jam,La Florida,Las Mercedes,Nuevo,6.06,
jam,San Bernardo,Los Andes,Pasaje Lima,5.11,
jam,Padre Hurtado,Ruta G-310 / Camino Santa Cruz,,4.48,
jam,Padre Hurtado,Av. Santa Leonor,Ruta 76 / Camino San Alberto Hurtado,0,
jam,Pudahuel,Av. La Travesía,Diagonal Teniente Cruz,13.04,
jam,La Cisterna,Av. Lo Ovalle,Gran Avenida José Miguel Carrera,6.74,
jam,San Miguel,Alcalde Pedro Alarcón,Llano Subercaseaux,6.07,
jam,Pudahuel,Puerto Madero,,0,
jam,Cerro Navia,Vicuña Rozas,Av. Neptuno,0,
jam,Maipú,Corredor de buses,Av. Américo Vespucio,16.55,
jam,Maipú,Las Tormentas,Libertador Bernardo O'Higgins,4.09,
jam,Santiago,Av. Libertador Bernardo O'Higgins,Pío Nono,0,
jam,La Florida,Av. Américo Vespucio,Av. Walker Martínez,11.37,
jam,Las Condes,Av. Américo Vespucio Sur,Acceso Autopista Vespucio Oriente > Sur,23.99,
jam,El Bosque,Gran Avenida José Miguel Carrera,Ernesto Riquelme,14.08,
jam,Ñuñoa,Romeo Salinas,Av. Diego de Almagro,0,
jam,Cerro Navia,Vicuña Rozas,Mariano Necochea,0,
jam,Providencia,Ramón Carnicer,Retorno > Sur,0,
jam,Pedro Aguirre Cerda,Av. Departamental,Av. Departamental,6.14,
jam,La Florida,Av. San José de la Estrella,Av. Vicuña Mackenna,5.45,
jam,Cerro Navia,Vicuña Rozas,Conde de Quinta Alegre,0,
jam,La Florida,Corredor transporte público Departamental,Peñalolén,12.25,
jam,Providencia,Nueva Tobalaba,Av. Vitacura,4.13,
jam,Estación Central,Arica,Av. Padre Alberto Hurtado,13.3,
jam,Ñuñoa,Manuel Barrios,García Moreno,5.04,
jam,Pudahuel,Av. Teniente Luis Cruz Martínez,Av. Claudio Arrau,6.86,
jam,Providencia,Génova,,3.03,
jam,Cerro Navia,Vicuña Rozas,Los Retamos,0,
jam,San Bernardo,Calderón de la Barca,Av. Padre Hurtado,13.83,
jam,San Ramón,Corredor transporte público Santa Rosa,Venancia Leiva,20.28,
jam,La Reina,Patricia Isidora,Los Grillos,7.58,
jam,Las Condes,Latadía,Av. Francisco Bilbao,5.39,
jam,La Reina,Av. José Arrieta,Av. Egaña,7.8,
jam,La Florida,Av. Perú,Enrique Olivares,4.48,
jam,San Joaquín,Mataveri,,0,
jam,La Cisterna,Ernesto Riquelme,Av. Padre Hurtado,0,
jam,Pudahuel,Puerto Madero,,0,
jam,Pudahuel,Av. San Pablo,,0,
jam,Maipú,Puerta del Viento,Ruta G-30 / Camino a Lonquén,3.16,
jam,Peñalolén,Av. Los Presidentes,General Baquedano,0,
jam,Maipú,Longitudinal,La Bandurria Azul,0,
jam,Independencia,Padre Faustino Gazziero,Las Cañas,5.67,
jam,San Joaquín,Salomón Sumar,Av. Carlos Valdovinos,8.15,
jam,Cerro Navia,Vicuña Rozas,Mariano Necochea,0,
jam,La Florida,Enrique Olivares,Av. La Florida,2.85,
jam,Las Condes,Av. Américo Vespucio Norte,Acceso Autopista Vespucio Oriente > Norte,8.6,
jam,La Florida,Corredor transporte público Vicuña Mackenna,,10.58,
jam,Recoleta,Av. El Salto,Av. Perú,9.74,
jam,Santiago,Av. Libertador Bernardo O'Higgins,,13.17,
jam,Santiago,Centenario,,6.7,
jam,Maipú,Longitudinal,Halcón,0,
jam,Maipú,Cuatro Álamos,Av. Pajaritos,5.26,
jam,Maipú,Manutara,Av. Portales,0,
jam,Maipú,Longitudinal,Halcón,0,
jam,Maipú,Longitudinal,Kivi,0,
jam,Maipú,Escritor Jorge Inostrosa,Av. Pajaritos,2.12,
jam,Macul,Irán,Enrique Molina,12.39,
jam,Providencia,Silvina Hurtado,Matilde Salamanca,3.28,
jam,La Pintana,Av. Santa Rosa,Av. Gabriela,6.34,
jam,Ñuñoa,Av. Senador Jaime Guzmán,Presidente José Batlle y Ordóñez,7.85,
jam,Cerro Navia,Vicuña Rozas,Los Retamos,0,
jam,Puente Alto,Av. Gabriela Poniente,Juan de Dios Malebrán,7.21,
jam,Santiago,Merced,Irene Morales,0,
jam,La Cisterna,Garibaldi,Av. Goycolea,1.61,
jam,San Ramón,Aníbal Zañartu,Av. El Parrón,5.41,
jam,San Ramón,Carlos Dávila,Av. El Parrón,3.99,
jam,Pudahuel,Av. Claudio Arrau,Av. Teniente Luis Cruz Martínez,4.64,
jam,Estación Central,Vista Hermosa,Av. Gladys Marín Millie,7.97,
jam,Maipú,Los Pintores,Av. Pajaritos,6.49,
jam,El Bosque,Sargento Aldea,Av. Padre Hurtado,12.03,
jam,Ñuñoa,Las Encinas,,6.82,
jam,La Reina,Monseñor Edwards,Av. Príncipe de Gales,7.18,
jam,Maipú,Longitudinal,Pasaje Aliolín,0,
jam,Maipú,Longitudinal,Aracari,0,
alert,La Granja,Av. Américo Vespucio,,,HAZARD
